Region,Country,Item Type,,,
Middle East and North Africa,Syria,Personal Care,,,
Central America and the Caribbean,Dominica,Snacks,,,
Middle East and North Africa,Israel,Snacks,,,
Sub-Saharan Africa,Burundi,Baby Food,,,
Asia,Maldives,Snacks,,,
Europe,Andorra,Personal Care,,,
Central America and the Caribbean,Dominica,Household,,,
Middle East and North Africa,Iraq,Cereal,,,
Central America and the Caribbean,Saint Lucia,Cereal,,,
Europe,Montenegro,Personal Care,,,
Europe,Moldova ,Personal Care,,,
Europe,Georgia,Beverages,,,
Europe,Germany,Meat,,,
Europe,Russia,Snacks,,,
Asia,Taiwan,Snacks,,,
Central America and the Caribbean,El Salvador,Clothes,,,
Central America and the Caribbean,Jamaica,Vegetables,,,
Sub-Saharan Africa,Kenya,Clothes,,,
Asia,South Korea,Meat,,,
Europe,Cyprus,Clothes,,,
Sub-Saharan Africa,Rwanda,Clothes,,,
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,,,
Sub-Saharan Africa,Angola,Baby Food,,,
Australia and Oceania,Kiribati,Cosmetics,,,
Europe,Moldova ,Baby Food,,,
Sub-Saharan Africa,Senegal,Cosmetics,,,
Europe,Czech Republic,Office Supplies,,,
Sub-Saharan Africa,Nigeria,Fruits,,,
Sub-Saharan Africa,Lesotho,Vegetables,,,
Europe,Montenegro,Cereal,,,
Europe,Russia,Baby Food,,,
Europe,Netherlands,Cosmetics,,,
Europe,Croatia,Baby Food,,,
Australia and Oceania,Australia,Meat,,,
Europe,Slovenia,Beverages,,,
Middle East and North Africa,Azerbaijan,Cereal,,,
Europe,Moldova ,Cereal,,,
Sub-Saharan Africa,Comoros,Personal Care,,,
Sub-Saharan Africa,Madagascar,Meat,,,
Europe,Ireland,Vegetables,,,
North America,Canada,Beverages,,,
Middle East and North Africa,Oman,Personal Care,,,
Sub-Saharan Africa,Madagascar,Beverages,,,
Europe,United Kingdom,Cereal,,,
Asia,India,Household,,,
Sub-Saharan Africa,Rwanda,Household,,,
Sub-Saharan Africa,Tanzania,Vegetables,,,
Australia and Oceania,Tonga,Personal Care,,,
Europe,Czech Republic,Personal Care,,,
Australia and Oceania,Vanuatu,Cereal,,,
Europe,Slovenia,Baby Food,,,
Middle East and North Africa,Iraq,Baby Food,,,
Sub-Saharan Africa,Namibia,Beverages,,,
Asia,Myanmar,Cereal,,,
Asia,Bhutan,Cosmetics,,,
Europe,Ukraine,Personal Care,,,
Australia and Oceania,Federated States of Micronesia,Clothes,,,
Europe,Ukraine,Snacks,,,
Sub-Saharan Africa,Niger,Cereal,,,
Europe,Kosovo,Personal Care,,,
Asia,Mongolia,Office Supplies,,,
Sub-Saharan Africa,Cape Verde,Meat,,,
Europe,Ireland,Snacks,,,
Middle East and North Africa,Oman,Cosmetics,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,,,
Asia,Cambodia,Meat,,,
Asia,Kyrgyzstan,Snacks,,,
Europe,Liechtenstein,Meat,,,
Asia,Kazakhstan,Cereal,,,
Sub-Saharan Africa,Uganda,Snacks,,,
Europe,Andorra,Cereal,,,
Europe,Finland,Beverages,,,
Sub-Saharan Africa,Burundi,Meat,,,
Sub-Saharan Africa,The Gambia,Snacks,,,
Europe,Monaco,Baby Food,,,
Europe,Poland,Personal Care,,,
Australia and Oceania,New Zealand,Household,,,
Australia and Oceania,Solomon Islands,Clothes,,,
Australia and Oceania,Kiribati,Household,,,
Asia,Vietnam,Clothes,,,
Europe,Belarus,Household,,,
Australia and Oceania,Solomon Islands,Household,,,
Middle East and North Africa,Kuwait,Vegetables,,,
Sub-Saharan Africa,Mali,Personal Care,,,
Asia,Maldives,Snacks,,,
Middle East and North Africa,Egypt,Baby Food,,,
Central America and the Caribbean,Honduras,Cosmetics,,,
Sub-Saharan Africa,Seychelles ,Vegetables,,,
Sub-Saharan Africa,Djibouti,Fruits,,,
Australia and Oceania,Marshall Islands,Clothes,,,
Central America and the Caribbean,Grenada,Personal Care,,,
Sub-Saharan Africa,Comoros,Cosmetics,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables,,,
Sub-Saharan Africa,Republic of the Congo,Fruits,,,
Central America and the Caribbean,The Bahamas,Personal Care,,,
Sub-Saharan Africa,Gabon,Office Supplies,,,
Middle East and North Africa,Tunisia ,Cosmetics,,,
Sub-Saharan Africa,Swaziland,Clothes,,,
Sub-Saharan Africa,Togo,Meat,,,
Europe,Lithuania,Cosmetics,,,
Australia and Oceania,Fiji,Beverages,,,
Sub-Saharan Africa,Sierra Leone,Office Supplies,,,
Asia,China,Meat,,,
Asia,Malaysia,Clothes,,,
Asia,Philippines,Baby Food,,,
Asia,Laos,Meat,,,
Europe,Estonia,Snacks,,,
Middle East and North Africa,Algeria,Vegetables,,,
Middle East and North Africa,Azerbaijan,Office Supplies,,,
Sub-Saharan Africa,Sudan,Cereal,,,
Middle East and North Africa,Tunisia ,Clothes,,,
Asia,Kyrgyzstan,Cosmetics,,,
Europe,Vatican City,Meat,,,
Sub-Saharan Africa,Djibouti,Personal Care,,,
Middle East and North Africa,Bahrain,Vegetables,,,
Middle East and North Africa,Kuwait,Office Supplies,,,
Central America and the Caribbean,El Salvador,Meat,,,
Asia,Brunei,Cosmetics,,,
Europe,Slovenia,Baby Food,,,
Australia and Oceania,Samoa ,Vegetables,,,
Sub-Saharan Africa,Kenya,Personal Care,,,
Asia,Turkmenistan,Baby Food,,,
Central America and the Caribbean,Panama,Snacks,,,
Sub-Saharan Africa,Liberia,Cereal,,,
Europe,Serbia,Baby Food,,,
Europe,Spain,Vegetables,,,
Asia,Bangladesh,Cereal,,,
Asia,South Korea,Baby Food,,,
Asia,Taiwan,Beverages,,,
Europe,United Kingdom,Vegetables,,,
Australia and Oceania,Vanuatu,Baby Food,,,
Middle East and North Africa,Iraq,Cosmetics,,,
Asia,Maldives,Personal Care,,,
Central America and the Caribbean,El Salvador,Fruits,,,
Asia,India,Household,,,
Central America and the Caribbean,Barbados,Beverages,,,
Sub-Saharan Africa,Kenya,Cosmetics,,,
Asia,Uzbekistan,Vegetables,,,
Europe,Sweden,Meat,,,
Central America and the Caribbean,Honduras,Office Supplies,,,
Central America and the Caribbean,Jamaica,Baby Food,,,
Central America and the Caribbean,Antigua and Barbuda ,Snacks,,,
Sub-Saharan Africa,Mozambique,Household,,,
Sub-Saharan Africa,Ethiopia,Beverages,,,
Asia,China,Cosmetics,,,
Middle East and North Africa,Syria,Snacks,,,
Europe,Latvia,Fruits,,,
Europe,Georgia,Personal Care,,,
Europe,Ireland,Baby Food,,,
Central America and the Caribbean,Jamaica,Household,,,
Central America and the Caribbean,Panama,Personal Care,,,
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,,,
Asia,Nepal,Clothes,,,
Asia,Myanmar,Meat,,,
Australia and Oceania,Kiribati,Beverages,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,,,
Central America and the Caribbean,Dominica,Office Supplies,,,
Asia,North Korea,Household,,,
Sub-Saharan Africa,Comoros,Vegetables,,,
Asia,Thailand,Snacks,,,
Middle East and North Africa,Syria,Meat,,,
Sub-Saharan Africa,Zimbabwe,Cosmetics,,,
Europe,Greece,Fruits,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,,,
Europe,Slovenia,Baby Food,,,
Asia,Myanmar,Office Supplies,,,
Europe,Bosnia and Herzegovina,Household,,,
Sub-Saharan Africa,Mozambique,Office Supplies,,,
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,,,
Australia and Oceania,Solomon Islands,Meat,,,
Australia and Oceania,Kiribati,Baby Food,,,
Sub-Saharan Africa,Sao Tome and Principe,Clothes,,,
Europe,Germany,Vegetables,,,
Australia and Oceania,Tuvalu,Clothes,,,
Sub-Saharan Africa,Benin,Vegetables,,,
Middle East and North Africa,Kuwait,Beverages,,,
Sub-Saharan Africa,Lesotho,Household,,,
Europe,Vatican City,Vegetables,,,
Sub-Saharan Africa,Togo,Beverages,,,
Europe,Andorra,Baby Food,,,
Europe,Malta,Vegetables,,,
Australia and Oceania,Vanuatu,Meat,,,
Asia,Japan,Baby Food,,,
Europe,Slovenia,Fruits,,,
Sub-Saharan Africa,Burkina Faso,Household,,,
Sub-Saharan Africa,Mauritania,Vegetables,,,
Europe,Sweden,Clothes,,,
Middle East and North Africa,Tunisia ,Snacks,,,
Australia and Oceania,Federated States of Micronesia,Clothes,,,
Europe,Hungary,Fruits,,,
Sub-Saharan Africa,Cameroon,Meat,,,
Australia and Oceania,New Zealand,Baby Food,,,
Central America and the Caribbean,Saint Lucia,Snacks,,,
Asia,Maldives,Vegetables,,,
Australia and Oceania,Vanuatu,Vegetables,,,
Asia,China,Cereal,,,
Middle East and North Africa,Iran,Cosmetics,,,
Europe,France,Snacks,,,
Sub-Saharan Africa,Rwanda,Meat,,,
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,,,
Australia and Oceania,Marshall Islands,Baby Food,,,
Central America and the Caribbean,Dominica,Baby Food,,,
Central America and the Caribbean,Panama,Fruits,,,
Sub-Saharan Africa,Rwanda,Office Supplies,,,
Europe,Georgia,Meat,,,
Middle East and North Africa,Jordan,Cereal,,,
Sub-Saharan Africa,Guinea-Bissau,Snacks,,,
Europe,Luxembourg,Fruits,,,
Sub-Saharan Africa,Mauritius ,Beverages,,,
Central America and the Caribbean,Costa Rica,Cosmetics,,,
Sub-Saharan Africa,Angola,Office Supplies,,,
Australia and Oceania,Palau,Clothes,,,
Sub-Saharan Africa,Equatorial Guinea,Meat,,,
Asia,Vietnam,Personal Care,,,
Sub-Saharan Africa,Republic of the Congo,Cosmetics,,,
Sub-Saharan Africa,Togo,Cereal,,,
Europe,United Kingdom,Vegetables,,,
Europe,Belgium,Meat,,,
Europe,Denmark,Office Supplies,,,
Central America and the Caribbean,Nicaragua,Household,,,
Central America and the Caribbean,Costa Rica,Clothes,,,
Europe,Norway,Cosmetics,,,
Australia and Oceania,East Timor,Vegetables,,,
Central America and the Caribbean,The Bahamas,Meat,,,
Europe,Bosnia and Herzegovina,Baby Food,,,
Asia,Bhutan,Snacks,,,
Sub-Saharan Africa,Tanzania,Cosmetics,,,
Asia,Nepal,Beverages,,,
Asia,Tajikistan,Cosmetics,,,
Europe,Iceland,Personal Care,,,
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,,,
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,,,
Europe,Macedonia,Personal Care,,,
Australia and Oceania,Nauru,Snacks,,,
Central America and the Caribbean,Grenada,Vegetables,,,
Central America and the Caribbean,Guatemala,Office Supplies,,,
Central America and the Caribbean,Honduras,Meat,,,
Middle East and North Africa,Algeria,Personal Care,,,
Asia,Vietnam,Cereal,,,
Europe,Latvia,Snacks,,,
Asia,Taiwan,Baby Food,,,
Europe,Italy,Fruits,,,
Sub-Saharan Africa,Cape Verde,Household,,,
Europe,Macedonia,Clothes,,,
Europe,Croatia,Vegetables,,,
Asia,Kazakhstan,Baby Food,,,
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,,,
Asia,Malaysia,Vegetables,,,
Central America and the Caribbean,Panama,Snacks,,,
Central America and the Caribbean,Antigua and Barbuda ,Beverages,,,
Europe,Moldova ,Beverages,,,
Sub-Saharan Africa,Guinea-Bissau,Clothes,,,
Europe,Russia,Household,,,
Europe,Belgium,Office Supplies,,,
Europe,Moldova ,Cereal,,,
Australia and Oceania,East Timor,Fruits,,,
Middle East and North Africa,Saudi Arabia,Beverages,,,
Sub-Saharan Africa,Chad,Personal Care,,,
Asia,Kyrgyzstan,Snacks,,,
Australia and Oceania,Fiji,Cosmetics,,,
Europe,Denmark,Baby Food,,,
Middle East and North Africa,Bahrain,Household,,,
Sub-Saharan Africa,Cote d'Ivoire,Meat,,,
Middle East and North Africa,Kuwait,Meat,,,
Middle East and North Africa,Bahrain,Baby Food,,,
Asia,Myanmar,Beverages,,,
Sub-Saharan Africa,Namibia,Cosmetics,,,
Asia,Uzbekistan,Household,,,
Asia,Vietnam,Fruits,,,
Sub-Saharan Africa,Swaziland,Meat,,,
Sub-Saharan Africa,Lesotho,Cosmetics,,,
Middle East and North Africa,Afghanistan,Clothes,,,
Sub-Saharan Africa,Botswana,Snacks,,,
Australia and Oceania,Palau,Household,,,
Australia and Oceania,Tuvalu,Clothes,,,
Central America and the Caribbean,Panama,Cereal,,,
Middle East and North Africa,Azerbaijan,Cereal,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Household,,,
Sub-Saharan Africa,Seychelles ,Baby Food,,,
Asia,Brunei,Snacks,,,
Asia,Brunei,Cosmetics,,,
Central America and the Caribbean,Belize,Household,,,
Sub-Saharan Africa,Madagascar,Cosmetics,,,
Sub-Saharan Africa,Burundi,Cosmetics,,,
Central America and the Caribbean,Panama,Fruits,,,
Sub-Saharan Africa,Zimbabwe,Beverages,,,
Middle East and North Africa,Lebanon,Meat,,,
Asia,South Korea,Vegetables,,,
Europe,Moldova ,Household,,,
Middle East and North Africa,Bahrain,Personal Care,,,
Europe,Slovakia,Fruits,,,
North America,Canada,Personal Care,,,
Sub-Saharan Africa,Mali,Personal Care,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,,,
Asia,Kyrgyzstan,Household,,,
Europe,United Kingdom,Cosmetics,,,
Middle East and North Africa,Iran,Fruits,,,
Australia and Oceania,Tuvalu,Fruits,,,
Europe,Czech Republic,Snacks,,,
Europe,Moldova ,Fruits,,,
Australia and Oceania,Kiribati,Clothes,,,
Europe,Italy,Household,,,
Sub-Saharan Africa,Cameroon,Cereal,,,
Sub-Saharan Africa,Angola,Baby Food,,,
Europe,Spain,Meat,,,
Europe,Bosnia and Herzegovina,Vegetables,,,
Central America and the Caribbean,Antigua and Barbuda ,Personal Care,,,
Central America and the Caribbean,Honduras,Household,,,
Europe,Albania,Personal Care,,,
Middle East and North Africa,Azerbaijan,Household,,,
Europe,Denmark,Personal Care,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,,,
Central America and the Caribbean,Trinidad and Tobago,Fruits,,,
Europe,Georgia,Household,,,
Europe,Malta,Fruits,,,
Europe,Greece,Snacks,,,
Asia,Kyrgyzstan,Clothes,,,
Europe,Belarus,Clothes,,,
Middle East and North Africa,Somalia,Snacks,,,
Australia and Oceania,Nauru,Household,,,
Sub-Saharan Africa,Swaziland,Fruits,,,
Europe,Italy,Baby Food,,,
Middle East and North Africa,Israel,Personal Care,,,
Sub-Saharan Africa,Togo,Office Supplies,,,
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,,,
Asia,Japan,Household,,,
Sub-Saharan Africa,Benin,Household,,,
Central America and the Caribbean,Guatemala,Cereal,,,
Europe,Norway,Fruits,,,
Central America and the Caribbean,Trinidad and Tobago,Beverages,,,
Asia,Myanmar,Vegetables,,,
Europe,Slovakia,Cereal,,,
Australia and Oceania,Vanuatu,Cosmetics,,,
Central America and the Caribbean,Saint Lucia,Cereal,,,
Sub-Saharan Africa,Senegal,Clothes,,,
Australia and Oceania,Kiribati,Meat,,,
Central America and the Caribbean,Dominican Republic,Beverages,,,
Europe,Luxembourg,Vegetables,,,
Europe,Ireland,Fruits,,,
Europe,Hungary,Household,,,
Central America and the Caribbean,Saint Lucia,Beverages,,,
Europe,Greece,Beverages,,,
Asia,Laos,Beverages,,,
Middle East and North Africa,Jordan,Household,,,
Central America and the Caribbean,Barbados,Cosmetics,,,
Sub-Saharan Africa,Uganda,Baby Food,,,
Europe,Croatia,Cereal,,,
Sub-Saharan Africa,Malawi,Snacks,,,
Sub-Saharan Africa,Gabon,Baby Food,,,
Europe,Montenegro,Snacks,,,
North America,Mexico,Beverages,,,
Central America and the Caribbean,Haiti,Vegetables,,,
Central America and the Caribbean,Haiti,Personal Care,,,
Europe,Ireland,Personal Care,,,
Asia,Vietnam,Personal Care,,,
Asia,Indonesia,Office Supplies,,,
Central America and the Caribbean,The Bahamas,Cosmetics,,,
Asia,Thailand,Personal Care,,,
North America,Canada,Office Supplies,,,
Europe,Portugal,Vegetables,,,
Australia and Oceania,Tuvalu,Baby Food,,,
Asia,Myanmar,Beverages,,,
Asia,Taiwan,Personal Care,,,
Europe,Bulgaria,Cosmetics,,,
Europe,Cyprus,Fruits,,,
Sub-Saharan Africa,Burkina Faso,Snacks,,,
Europe,Belarus,Fruits,,,
Australia and Oceania,Tonga,Vegetables,,,
Australia and Oceania,Nauru,Cosmetics,,,
Europe,Austria,Household,,,
Europe,Russia,Household,,,
Sub-Saharan Africa,Swaziland,Snacks,,,
Europe,Austria,Baby Food,,,
Europe,Denmark,Meat,,,
Asia,Laos,Cereal,,,
Europe,Moldova ,Cereal,,,
Sub-Saharan Africa,Equatorial Guinea,Snacks,,,
Middle East and North Africa,Oman,Household,,,
Europe,San Marino,Clothes,,,
Asia,Brunei,Cosmetics,,,
Sub-Saharan Africa,Comoros,Baby Food,,,
Europe,Georgia,Fruits,,,
Asia,Sri Lanka,Clothes,,,
Asia,Kazakhstan,Vegetables,,,
Central America and the Caribbean,Grenada,Clothes,,,
Asia,Uzbekistan,Personal Care,,,
Europe,Hungary,Office Supplies,,,
Australia and Oceania,Fiji,Snacks,,,
Sub-Saharan Africa,Niger,Cosmetics,,,
Australia and Oceania,Solomon Islands,Clothes,,,
Sub-Saharan Africa,Benin,Baby Food,,,
Asia,Mongolia,Snacks,,,
Sub-Saharan Africa,Malawi,Personal Care,,,
Europe,Austria,Cosmetics,,,
Europe,Lithuania,Personal Care,,,
Sub-Saharan Africa,Togo,Household,,,
Sub-Saharan Africa,Zambia,Fruits,,,
Europe,Romania,Beverages,,,
Australia and Oceania,Tuvalu,Meat,,,
Sub-Saharan Africa,Madagascar,Office Supplies,,,
Central America and the Caribbean,Costa Rica,Fruits,,,
Australia and Oceania,East Timor,Fruits,,,
Sub-Saharan Africa,Niger,Beverages,,,
Middle East and North Africa,Egypt,Vegetables,,,
Middle East and North Africa,Kuwait,Snacks,,,
Asia,Laos,Office Supplies,,,
Europe,Denmark,Cereal,,,
Europe,Moldova ,Clothes,,,
Middle East and North Africa,Iraq,Vegetables,,,
Europe,Belgium,Personal Care,,,
Sub-Saharan Africa,Uganda,Cosmetics,,,
Australia and Oceania,Solomon Islands,Clothes,,,
Australia and Oceania,Fiji,Snacks,,,
Asia,India,Beverages,,,
Australia and Oceania,Marshall Islands,Office Supplies,,,
Middle East and North Africa,Saudi Arabia,Personal Care,,,
Sub-Saharan Africa,Seychelles ,Household,,,
Central America and the Caribbean,Trinidad and Tobago,Clothes,,,
Sub-Saharan Africa,Seychelles ,Cereal,,,
Central America and the Caribbean,El Salvador,Meat,,,
Europe,Iceland,Baby Food,,,
Central America and the Caribbean,El Salvador,Vegetables,,,
Asia,Laos,Vegetables,,,
Europe,Romania,Household,,,
Sub-Saharan Africa,South Africa,Baby Food,,,
Middle East and North Africa,Tunisia ,Clothes,,,
Australia and Oceania,Palau,Office Supplies,,,
Middle East and North Africa,Turkey,Office Supplies,,,
Sub-Saharan Africa,Guinea,Baby Food,,,
Asia,India,Fruits,,,
Australia and Oceania,New Zealand,Personal Care,,,
Europe,Hungary,Snacks,,,
Europe,Portugal,Cereal,,,
Europe,Denmark,Cosmetics,,,
Europe,Poland,Baby Food,,,
Middle East and North Africa,Morocco,Cosmetics,,,
Europe,Hungary,Personal Care,,,
Central America and the Caribbean,Belize,Personal Care,,,
Sub-Saharan Africa,Sierra Leone,Snacks,,,
Middle East and North Africa,Kuwait,Household,,,
Sub-Saharan Africa,Sudan,Household,,,
Middle East and North Africa,Afghanistan,Clothes,,,
Central America and the Caribbean,Dominican Republic,Office Supplies,,,
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,,,
Europe,Macedonia,Meat,,,
Europe,Russia,Beverages,,,
Asia,Japan,Beverages,,,
Middle East and North Africa,Kuwait,Cereal,,,
Europe,Italy,Office Supplies,,,
Australia and Oceania,Federated States of Micronesia,Vegetables,,,
Central America and the Caribbean,Honduras,Personal Care,,,
Asia,China,Office Supplies,,,
Middle East and North Africa,Iraq,Personal Care,,,
Australia and Oceania,Solomon Islands,Cosmetics,,,
Sub-Saharan Africa,Djibouti,Meat,,,
Central America and the Caribbean,Honduras,Snacks,,,
Middle East and North Africa,Morocco,Cosmetics,,,
Australia and Oceania,Solomon Islands,Personal Care,,,
Sub-Saharan Africa,Lesotho,Cereal,,,
Europe,Iceland,Office Supplies,,,
Sub-Saharan Africa,Swaziland,Meat,,,
Europe,Georgia,Beverages,,,
Middle East and North Africa,Jordan,Office Supplies,,,
Sub-Saharan Africa,Comoros,Meat,,,
Central America and the Caribbean,Honduras,Clothes,,,
Europe,Sweden,Vegetables,,,
Europe,France,Snacks,,,
Asia,India,Fruits,,,
Sub-Saharan Africa,Mali,Baby Food,,,
Sub-Saharan Africa,Niger,Baby Food,,,
Sub-Saharan Africa,Benin,Office Supplies,,,
Sub-Saharan Africa,Djibouti,Baby Food,,,
Sub-Saharan Africa,Senegal,Clothes,,,
Sub-Saharan Africa,The Gambia,Fruits,,,
North America,United States of America,Meat,,,
Middle East and North Africa,Pakistan,Snacks,,,
Middle East and North Africa,Iran,Beverages,,,
Sub-Saharan Africa,Burkina Faso,Fruits,,,
Europe,Lithuania,Cosmetics,,,
Australia and Oceania,Australia,Baby Food,,,
Middle East and North Africa,Egypt,Beverages,,,
Asia,Bangladesh,Cosmetics,,,
Central America and the Caribbean,Saint Lucia,Clothes,,,
Middle East and North Africa,Oman,Household,,,
Middle East and North Africa,Tunisia ,Beverages,,,
Asia,Turkmenistan,Fruits,,,
Sub-Saharan Africa,Benin,Meat,,,
